8     0.0000000000000000       0.45124438621278817        1.0108056741344137E-003   3.6025390624999973E-002   2.9498236092899698E-004
16    0.0000000000000000       0.28544134457395748        6.8179077983717155E-004   2.2426757812499996E-002   1.8154171674247249E-004
32    0.0000000000000000       0.18112025379994706        7.8657703933531517E-004   1.4780273437500005E-002   2.0255841342338372E-004
64    0.0000000000000000       0.11468608442727199        4.7872775204394131E-004   9.4628906250000307E-003   1.2755116038255402E-004
128   0.0000000000000000        7.2882471088758394E-002   4.0135808942266235E-004   5.9960937500000621E-003   9.6185259663477435E-005
256   0.0000000000000000        4.5885283024692393E-002   3.7011208553955289E-004   3.6767578125000951E-003   8.6530616073310490E-005
512   0.0000000000000000        2.8942439874890105E-002   2.6373809506183613E-004   2.2900390625001446E-003   6.1566011353825215E-005
1024  0.0000000000000000        1.8190534342202403E-002   2.0821154570896749E-004   1.3867187500001819E-003   4.7942167590523425E-005
