   1.0000000000000000        1.5635277708050550        3.8323436335170177E-003  0.19283999999999954        1.3680864760900432E-003
  0.49951171875000000        1.3211909481274033        2.8731292415669933E-003  0.15039999999999967        1.2578641509408319E-003
  0.33268229166666669        1.1227629150827754        2.5570528578091915E-003  0.11697999999999975        1.0259245645373855E-003
  0.24926757812500000       0.96724141359988058        2.4646836283524582E-003   9.3939999999999857E-002   9.4940917300065050E-004
  0.19921875000000000       0.84683342428404884        2.2374744812766337E-003   7.8299999999999953E-002   8.6333859832250662E-004
  0.16585286458333334       0.74924210850962436        2.1552711163994698E-003   6.6839999999999969E-002   7.3919421048062835E-004
  0.14202008928571427       0.67178753012696124        2.0493585668094243E-003   5.9539999999999989E-002   7.1455573539779829E-004
  0.12414550781250000       0.60772641274015138        1.9910638617394246E-003   5.4459999999999960E-002   6.6536539668902994E-004
  0.11024305555555555       0.55453132638358615        1.8721844827888276E-003   5.0299999999999984E-002   6.1059666133080656E-004
   9.9121093750000000E-002  0.51040466891546166        1.9166126087603297E-003   4.7500000000000007E-002   5.9314263193450977E-004
   9.0021306818181823E-002  0.47295019724854220        1.8526111185070064E-003   4.5020000000000039E-002   5.9186061695215325E-004
   8.2438151041666671E-002  0.44089699349400396        1.7878002098067937E-003   4.3420000000000049E-002   5.6159585022495708E-004
   7.6021634615384609E-002  0.41328137988717439        1.7580833961686130E-003   4.1800000000000039E-002   5.5084874823707001E-004
   7.0521763392857137E-002  0.38871851462482732        1.7575327359844219E-003   4.0120000000000072E-002   5.2633284395545285E-004
   6.5755208333333329E-002  0.36718427814457522        1.7401502488333686E-003   3.8940000000000079E-002   5.2219815117528342E-004
   6.1584472656250000E-002  0.34830651755298364        1.7350328298736176E-003   3.8020000000000082E-002   5.2222909946039015E-004
   5.7904411764705885E-002  0.33140603479989378        1.7238326486132005E-003   3.7100000000000077E-002   5.0801654311723806E-004
   5.4633246527777776E-002  0.31645014847280639        1.7342448955126432E-003   3.6320000000000088E-002   5.0590053719611950E-004
   5.1706414473684209E-002  0.30320874236617884        1.7257234062665074E-003   3.5840000000000080E-002   4.9374266392706494E-004
   4.9072265625000000E-002  0.29151368878879902        1.7240654674675437E-003   3.5100000000000076E-002   4.9349301265097598E-004
   4.6688988095238096E-002  0.28073706138780224        1.7102197981013721E-003   3.4720000000000077E-002   4.8033658232870022E-004
   4.4522372159090912E-002  0.27094067063445193        1.7164446499539885E-003   3.4140000000000087E-002   4.9584536527288656E-004
   4.2544157608695655E-002  0.26241833788782576        1.7099251723343249E-003   3.3860000000000084E-002   4.8513665678606135E-004
   4.0730794270833336E-002  0.25472003587486214        1.6785689783184714E-003   3.3520000000000084E-002   4.8668742172428036E-004
   3.9062500000000000E-002  0.24724162660812390        1.6572111328161520E-003   3.3280000000000080E-002   4.8701938235337568E-004
   3.7522536057692304E-002  0.24028047823565798        1.6543234573492857E-003   3.2880000000000083E-002   4.8268608700256164E-004
   3.6096643518518517E-002  0.23387179150458981        1.6651632930297401E-003   3.2580000000000081E-002   4.7336747636139741E-004
   3.4772600446428568E-002  0.22824877798630566        1.6728478781244788E-003   3.2420000000000088E-002   4.8014728380091560E-004
   3.3539870689655173E-002  0.22298989208643250        1.6723106929834972E-003   3.2060000000000081E-002   4.9355850717011055E-004
   3.2389322916666664E-002  0.21813798932519929        1.6819547671451072E-003   3.1920000000000080E-002   4.9720024216412962E-004
   3.1313004032258063E-002  0.21362406544811643        1.7022313515619204E-003   3.1700000000000082E-002   5.0161355804658001E-004
   3.0303955078125000E-002  0.20947317031555854        1.7122024940100066E-003   3.1640000000000078E-002   4.9757391207718186E-004
   2.9356060606060608E-002  0.20565595073473764        1.7096576734404688E-003   3.1460000000000071E-002   4.9388584948672793E-004
   2.8463924632352942E-002  0.20194299465526966        1.7084170269572752E-003   3.1280000000000065E-002   4.9279249633536759E-004
   2.7622767857142856E-002  0.19851975282175210        1.7129793555373661E-003   3.1040000000000078E-002   4.9029366586554005E-004
   2.6828342013888888E-002  0.19527794176981733        1.7067159582260904E-003   3.0780000000000075E-002   4.9636659635776312E-004
   2.6076858108108107E-002  0.19216414341724508        1.7345178033867030E-003   3.0640000000000070E-002   4.9308757187273462E-004
   2.5364925986842105E-002  0.18918056383684476        1.7421848386385708E-003   3.0500000000000069E-002   4.9349301265098596E-004
   2.4689503205128204E-002  0.18644823813432446        1.7501100369653206E-003   3.0340000000000065E-002   5.0135573773277091E-004
   2.4047851562500000E-002  0.18398125249123010        1.7568950719767725E-003   3.0280000000000064E-002   4.9646833542614554E-004
   2.3437500000000000E-002  0.18158436927335908        1.7485937185548583E-003   3.0160000000000065E-002   5.0346676938879155E-004
   2.2856212797619048E-002  0.17926400995506758        1.7610942293338292E-003   3.0120000000000067E-002   4.9955131383223341E-004
   2.2301962209302327E-002  0.17713915599514116        1.7647059827360437E-003   3.0100000000000068E-002   4.9838121792843788E-004
   2.1772904829545456E-002  0.17514138464319501        1.7705983223780634E-003   3.0000000000000068E-002   4.9645205857629603E-004
   2.1267361111111112E-002  0.17325887404126589        1.7724129195567009E-003   2.9940000000000074E-002   4.9925601213861586E-004
   2.0783797554347828E-002  0.17143317944306691        1.7698360520153750E-003   2.9860000000000067E-002   4.9584536527290629E-004
   2.0320811170212765E-002  0.16972820170032363        1.7716029754740951E-003   2.9780000000000070E-002   4.9391857178643459E-004
   1.9877115885416668E-002  0.16806928028191578        1.7711493329719149E-003   2.9720000000000069E-002   4.8908903157612502E-004
   1.9451530612244899E-002  0.16642467313692821        1.7775254026434952E-003   2.9600000000000071E-002   4.8325495707270919E-004
   1.9042968750000000E-002  0.16494591564645891        1.7691562971922782E-003   2.9520000000000070E-002   4.8251864463897504E-004
   1.8650428921568627E-002  0.16341779035409537        1.7589023838407252E-003   2.9480000000000076E-002   4.8042069106568407E-004
   1.8272986778846152E-002  0.16208310164621895        1.7649799618651065E-003   2.9460000000000073E-002   4.7893400148430430E-004
   1.7909787735849055E-002  0.16072727896132374        1.7661165570244379E-003   2.9420000000000071E-002   4.7930505248048992E-004
   1.7560040509259259E-002  0.15949165710525950        1.7635207394878078E-003   2.9320000000000075E-002   4.7839800006337378E-004
   1.7223011363636364E-002  0.15828007556653609        1.7564078008511241E-003   2.9220000000000072E-002   4.7131451679039452E-004
   1.6898018973214284E-002  0.15708965772773475        1.7457106550399389E-003   2.9180000000000074E-002   4.6718153415838110E-004
   1.6584429824561403E-002  0.15597608947092714        1.7420299399033431E-003   2.9100000000000074E-002   4.5957819923502934E-004
   1.6281654094827586E-002  0.15490220594511381        1.7309624208203544E-003   2.9060000000000072E-002   4.5611889288258469E-004
   1.5989141949152543E-002  0.15384253511021687        1.7219678886734927E-003   2.9020000000000077E-002   4.5526770901160429E-004
   1.5706380208333332E-002  0.15291489694981075        1.7251307788433427E-003   2.9000000000000074E-002   4.5792681696637719E-004
   1.5432889344262294E-002  0.15195871587102372        1.7243121066559466E-003   2.8940000000000073E-002   4.5523220847864989E-004
   1.5168220766129031E-002  0.15108686557580936        1.7210144120326852E-003   2.8920000000000074E-002   4.5520114324116716E-004
   1.4911954365079364E-002  0.15020013810049326        1.7132481042506152E-003   2.8860000000000073E-002   4.5594169395089915E-004
   1.4663696289062500E-002  0.14937705578059435        1.7103146244911241E-003   2.8820000000000071E-002   4.5579988520569640E-004
   1.4423076923076924E-002  0.14853954213197085        1.7019924287468337E-003   2.8820000000000071E-002   4.5579988520569792E-004
   1.4189749053030304E-002  0.14773912387828697        1.6976994922304589E-003   2.8780000000000069E-002   4.5650848842052787E-004
   1.3963386194029851E-002  0.14698552707111584        1.6938873463403943E-003   2.8760000000000067E-002   4.5463271889614645E-004
   1.3743681066176471E-002  0.14627908976578827        1.6917014264803570E-003   2.8720000000000065E-002   4.5440159339598161E-004
   1.3530344202898550E-002  0.14557529352363291        1.6909227372633472E-003   2.8700000000000062E-002   4.5516119910611548E-004
   1.3323102678571428E-002  0.14487638908393075        1.6863359214189179E-003   2.8680000000000067E-002   4.5679604449099822E-004
   1.3121698943661973E-002  0.14421188839525245        1.6842907211741995E-003   2.8640000000000068E-002   4.5560926019978261E-004
   1.2925889756944444E-002  0.14352267226996696        1.6847423443207810E-003   2.8560000000000071E-002   4.5401018989142368E-004
   1.2735445205479453E-002  0.14291269293108477        1.6833002811719518E-003   2.8540000000000069E-002   4.5469936788114230E-004
   1.2550147804054054E-002  0.14226763530175285        1.6863856536702827E-003   2.8500000000000067E-002   4.6045651479830277E-004
   1.2369791666666666E-002  0.14164995355579144        1.6903260130981524E-003   2.8460000000000062E-002   4.6262754179171182E-004
   1.2194181743421052E-002  0.14106226715325876        1.6906292862489264E-003   2.8420000000000063E-002   4.6388347544170587E-004
   1.2023133116883116E-002  0.14043917247245033        1.6927969932599592E-003   2.8400000000000064E-002   4.6100461226028093E-004
   1.1856470352564102E-002  0.13985373830169617        1.6912515897636691E-003   2.8380000000000068E-002   4.6423174289476259E-004
   1.1694026898734177E-002  0.13933736650218095        1.6941001467601763E-003   2.8340000000000063E-002   4.6105281364470412E-004
   1.1535644531250000E-002  0.13881350063809822        1.6938101424379497E-003   2.8280000000000066E-002   4.6102214061952981E-004
   1.1381172839506173E-002  0.13828616634846583        1.6962470577422846E-003   2.8240000000000064E-002   4.6212508691867861E-004
   1.1230468750000000E-002  0.13771887672592931        1.6941553919263513E-003   2.8220000000000064E-002   4.6527498114642762E-004
   1.1083396084337350E-002  0.13724963079930078        1.6911125784999682E-003   2.8220000000000064E-002   4.6527498114642762E-004
   1.0939825148809524E-002  0.13681649296334031        1.6944111017999030E-003   2.8180000000000063E-002   4.6457974927276320E-004
   1.0799632352941176E-002  0.13633745239128692        1.6996008280628382E-003   2.8180000000000066E-002   4.6457974927275870E-004
